ID,GIS ID,Roadway Name,From,To,Direction,Date,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM
609,47800,SCHENCK AVENUE,MC CLANCY PLACE,HEGEMAN AVENUE,NB,01/20/2012,37,23,15,15,20,28,77,156,175,132,126,26,0,0,0,0,0,0,0,0,0,0,0,0
610,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,EB,01/23/2012,62,39,30,17,35,45,94,172,171,129,126,147,169,181,203,254,263,257,221,162,107,135,87,74
611,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,EB,01/24/2012,56,35,35,23,27,45,99,155,191,176,130,154,171,172,223,246,258,272,232,148,151,135,137,84
612,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,EB,01/25/2012,71,36,33,25,21,47,102,159,163,142,138,140,161,218,193,249,231,280,214,183,162,151,113,94
613,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,EB,01/26/2012,60,40,30,27,23,42,107,150,197,130,153,162,158,183,203,265,256,313,242,172,132,161,128,115
614,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,EB,01/27/2012,96,55,43,29,40,52,115,158,188,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,WB,01/23/2012,84,42,26,18,27,68,158,297,268,199,166,168,212,227,244,290,271,237,221,173,150,138,118,103
616,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,WB,01/24/2012,56,45,20,13,33,48,147,322,293,198,174,176,228,195,256,293,272,203,212,165,138,146,112,88
617,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,WB,01/25/2012,58,46,16,15,24,50,147,320,260,207,171,178,263,242,350,315,289,277,273,265,212,210,130,112
618,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,WB,01/26/2012,84,53,31,26,35,50,186,338,415,305,351,331,368,277,358,341,338,271,311,273,216,205,177,178
619,50664,SUTTER AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,WB,01/27/2012,127,83,62,46,44,83,244,351,421,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,EB,01/23/2012,36,26,42,17,17,21,51,96,175,113,148,139,129,145,177,198,192,167,137,107,91,77,65,50
621,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,EB,01/24/2012,44,21,44,13,23,28,47,101,142,148,113,175,159,176,148,215,211,216,210,134,95,146,91,65
622,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,EB,01/25/2012,46,24,37,22,16,36,88,123,140,194,112,127,157,172,193,193,223,202,251,156,112,89,91,56
623,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,EB,01/26/2012,59,45,52,24,20,29,51,106,153,219,228,174,223,198,235,286,236,134,246,167,111,98,82,86
624,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,EB,01/27/2012,60,27,39,23,20,38,89,133,152,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,WB,01/23/2012,51,43,14,16,22,46,108,258,251,174,109,133,181,179,161,232,224,223,158,132,113,103,74,45
626,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,WB,01/24/2012,52,35,21,18,11,41,120,246,240,177,158,170,176,186,194,196,233,273,190,170,142,69,89,63
627,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,WB,01/25/2012,52,41,33,23,20,52,114,242,236,146,168,156,219,171,196,211,247,256,182,180,141,108,82,41
628,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,WB,01/26/2012,60,41,34,24,17,49,118,291,244,177,147,153,160,218,159,251,243,204,167,157,108,97,113,61
629,47413,SUTTER AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,WB,01/27/2012,55,46,32,21,33,50,102,245,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,20147,BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,EB,01/17/2012,23,7,10,5,6,11,37,132,116,62,101,132,114,119,170,138,114,142,159,116,86,65,41,41
631,20147,BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,EB,01/18/2012,21,12,4,1,10,12,41,116,126,92,86,106,137,116,165,150,135,173,93,124,94,92,62,41
632,20147,BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,EB,01/19/2012,29,16,13,11,5,13,43,155,148,96,88,101,122,117,160,134,165,179,156,113,89,71,48,30
633,20147,BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,EB,01/20/2012,22,17,3,9,17,16,64,138,180,96,93,122,146,155,166,124,172,147,150,124,113,98,83,49
634,20147,BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,EB,01/21/2012,53,19,12,11,11,14,18,23,40,65,81,52,121,81,43,48,150,93,48,41,41,17,14,11
635,20147,BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,EB,01/22/2012,18,7,0,7,4,4,2,3,4,10,20,25,,,,,,,,,,,,
636,47443,FULTON STREET,GEORGIA AVENUE,SHEFFIELD AVENUE,EB,01/23/2012,124,90,78,43,64,111,213,286,316,290,283,252,279,287,202,378,570,629,511,296,273,235,196,157
637,47443,FULTON STREET,GEORGIA AVENUE,SHEFFIELD AVENUE,EB,01/24/2012,134,89,68,57,72,123,245,285,277,182,204,199,212,170,324,352,439,652,600,334,265,217,212,187
638,47443,FULTON STREET,GEORGIA AVENUE,SHEFFIELD AVENUE,EB,01/25/2012,125,112,73,55,68,106,252,246,315,322,257,311,310,294,388,485,566,572,536,353,244,250,226,179
639,47443,FULTON STREET,GEORGIA AVENUE,SHEFFIELD AVENUE,EB,01/26/2012,143,114,74,57,70,104,225,242,308,309,312,313,341,311,372,476,624,671,629,437,355,307,315,245
640,47443,FULTON STREET,GEORGIA AVENUE,SHEFFIELD AVENUE,EB,01/27/2012,141,108,95,65,80,119,265,273,354,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,EB,01/09/2012,59,31,21,21,52,166,442,834,730,500,440,428,461,455,589,579,522,538,468,366,285,221,157,119
642,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,EB,01/10/2012,50,29,23,22,45,162,466,950,834,522,446,418,466,447,614,652,520,540,560,401,354,235,176,116
643,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,EB,01/11/2012,66,41,24,35,38,135,311,799,746,452,431,398,451,488,639,645,489,501,531,375,280,210,177,119
644,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,EB,01/12/2012,45,30,24,33,47,181,440,934,876,551,461,422,488,473,571,677,536,597,642,357,338,239,191,119
645,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,EB,01/13/2012,68,37,30,28,41,141,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,WB,01/09/2012,78,33,24,18,24,53,99,279,309,252,295,373,360,340,456,549,587,564,533,398,321,272,165,125
647,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,WB,01/10/2012,76,39,21,19,15,58,92,305,344,281,315,387,395,354,451,592,638,675,562,497,334,342,179,164
648,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,WB,01/11/2012,88,42,24,20,29,46,80,255,313,255,331,370,344,350,457,546,618,609,605,418,280,269,183,123
649,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,WB,01/12/2012,80,30,15,12,35,72,94,294,320,271,302,398,394,474,495,602,626,701,513,527,305,307,177,162
650,7431,RICHMOND ROAD,NADINE STREET,BISHOP STREET,WB,01/13/2012,83,50,27,17,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,13277,Richmond Rd,Baltic Ave,Roosevelt St,SB,01/17/2012,163,59,54,31,43,117,297,686,825,701,726,776,758,767,971,1203,1261,1244,944,750,552,469,328,246
652,13277,Richmond Rd,Baltic Ave,Roosevelt St,SB,01/18/2012,156,88,50,39,46,126,287,682,877,759,737,750,869,796,963,1181,1184,1187,1013,814,631,482,415,243
653,13277,Richmond Rd,Baltic Ave,Roosevelt St,SB,01/19/2012,174,90,72,37,63,115,308,736,841,745,698,732,770,840,996,1197,1247,1228,1038,835,587,489,411,236
654,13277,Richmond Rd,Baltic Ave,Roosevelt St,SB,01/20/2012,178,93,51,38,42,119,272,683,850,692,717,750,759,825,1017,1142,1182,1217,976,822,617,579,426,305
655,13277,Richmond Rd,Baltic Ave,Roosevelt St,SB,01/21/2012,193,99,77,40,63,120,311,725,881,719,767,746,798,820,994,1193,1149,1164,932,844,632,520,497,400
656,13277,Richmond Rd,Baltic Ave,Roosevelt St,SB,01/22/2012,290,195,138,126,76,104,160,288,498,632,728,859,,,,,,,,,,,,
657,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/09/2012,26,24,13,22,21,66,161,207,272,198,163,195,213,237,278,309,375,341,297,258,166,148,112,73
658,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/10/2012,57,19,23,21,18,68,171,220,330,209,204,221,261,240,279,339,356,303,290,262,179,103,57,33
659,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/11/2012,26,28,19,14,27,77,166,265,274,287,253,222,239,259,258,318,371,331,280,242,192,137,111,75
660,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/12/2012,40,28,27,12,19,70,149,217,328,236,163,200,210,254,247,310,309,0,114,273,183,134,103,85
661,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/13/2012,60,46,33,39,29,82,158,258,260,206,211,231,218,240,278,327,314,394,333,270,132,0,0,0
662,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/09/2012,60,48,33,47,119,354,433,553,643,435,402,424,472,445,450,527,514,498,507,439,319,237,186,117
663,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/10/2012,65,59,42,47,120,347,420,562,666,532,494,422,496,459,536,547,491,482,455,446,349,248,179,119
664,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/11/2012,91,41,45,40,92,294,408,572,640,542,452,438,460,468,530,572,483,507,472,423,306,244,188,118
665,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/12/2012,54,55,43,42,113,323,398,507,596,452,442,414,433,431,468,520,446,461,516,428,302,232,201,174
666,2369,ARTHUR KILL ROAD,CARLYLE GREEN,KRISSA COURT,EB,01/13/2012,90,84,65,42,107,355,430,528,660,485,453,401,425,471,496,543,501,516,536,522,265,0,0,0
667,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,NB,01/10/2012,83,33,18,29,34,78,157,266,406,198,205,271,309,339,352,456,397,462,398,354,269,205,128,79
668,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,NB,01/11/2012,61,30,23,19,24,66,156,264,392,197,209,232,314,356,400,428,376,467,361,311,249,197,108,47
1128,65484,225 STREET,114 AVENUE,114 ROAD,SB,02/13/2012,14,10,4,3,8,3,4,6,11,14,18,0,,,,,,,,,,,,
669,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,NB,01/12/2012,23,20,16,11,20,47,115,228,339,199,192,243,263,268,358,396,427,434,385,302,211,223,135,101
670,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,NB,01/13/2012,58,38,28,16,27,70,140,272,322,218,222,275,277,271,359,419,427,416,353,339,55,0,0,0
671,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,SB,01/10/2012,47,21,21,21,27,48,163,405,377,225,219,290,297,283,303,401,397,402,365,318,241,138,104,95
672,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,SB,01/11/2012,51,32,19,13,24,43,165,361,354,246,242,265,299,274,342,350,389,340,359,314,219,162,112,69
673,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,SB,01/12/2012,46,35,19,19,20,39,143,354,326,191,222,228,270,272,321,374,366,377,335,274,202,196,116,103
674,1421,BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,SB,01/13/2012,61,33,30,24,25,49,173,374,311,230,246,270,268,290,382,379,384,385,374,313,23,0,0,0
675,118249,DRUMGOOLE ROAD EAST,IONIA AVENUE,IONIA AVENUE,EB,01/10/2012,15,8,6,6,7,29,49,85,159,69,80,75,83,71,124,70,71,82,67,59,31,30,25,10
676,118249,DRUMGOOLE ROAD EAST,IONIA AVENUE,IONIA AVENUE,EB,01/11/2012,10,5,3,6,11,25,47,99,180,75,83,82,76,72,136,70,81,85,82,59,49,34,17,7
677,118249,DRUMGOOLE ROAD EAST,IONIA AVENUE,IONIA AVENUE,EB,01/12/2012,7,6,5,0,8,22,41,95,158,62,69,61,78,69,106,76,66,84,70,66,50,25,23,18
678,118249,DRUMGOOLE ROAD EAST,IONIA AVENUE,IONIA AVENUE,EB,01/13/2012,8,5,8,0,13,35,52,107,143,65,61,70,67,75,119,85,82,86,70,55,59,9,2,0
679,4232,DRUMGOOLE ROAD EAST,BARLOW AVENUE,MONTEREY AVENUE,EB,01/09/2012,16,9,4,14,17,56,119,228,177,116,123,108,138,129,140,147,176,139,117,87,93,58,46,33
680,4232,DRUMGOOLE ROAD EAST,BARLOW AVENUE,MONTEREY AVENUE,EB,01/10/2012,24,16,9,7,13,60,121,221,192,129,106,137,138,114,132,141,170,143,119,111,86,60,36,3
681,4232,DRUMGOOLE ROAD EAST,BARLOW AVENUE,MONTEREY AVENUE,EB,01/11/2012,3,1,2,0,3,14,52,91,86,80,100,89,99,92,105,121,115,124,79,107,68,48,23,14
682,4232,DRUMGOOLE ROAD EAST,BARLOW AVENUE,MONTEREY AVENUE,EB,01/12/2012,7,3,4,5,6,22,50,95,89,45,48,54,67,53,83,82,73,83,57,59,39,36,18,9
683,4232,DRUMGOOLE ROAD EAST,BARLOW AVENUE,MONTEREY AVENUE,EB,01/13/2012,11,7,3,6,7,37,60,130,112,87,64,54,55,35,55,109,89,79,49,0,0,0,0,0
684,1883,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,NB,01/10/2012,64,36,22,10,17,42,84,318,305,186,171,253,294,311,392,489,424,433,383,320,296,229,123,109
685,1884,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,NB,01/11/2012,64,37,23,10,16,43,89,282,318,194,198,241,294,322,389,522,429,464,427,354,298,213,166,92
686,1885,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,NB,01/12/2012,71,34,23,20,15,29,101,236,338,177,166,206,261,278,385,459,424,391,419,319,288,221,168,133
687,1886,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,NB,01/13/2012,88,40,32,26,19,36,81,292,346,190,209,242,289,306,438,541,440,436,400,379,153,0,0,0
688,1883,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,SB,01/10/2012,50,25,16,3,22,63,185,527,399,226,243,253,284,311,342,368,335,309,267,233,150,142,116,69
689,1884,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,SB,01/11/2012,41,20,24,8,19,64,201,508,345,218,247,244,287,306,346,362,331,347,316,270,180,128,105,84
690,1885,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,SB,01/12/2012,45,28,22,13,19,61,210,521,366,218,193,250,249,258,328,315,304,264,258,253,166,122,115,77
691,1886,FOSTER ROAD,RAMONA AVENUE,RATHBUN AVENUE,SB,01/13/2012,45,31,26,21,23,48,132,473,365,220,207,239,293,324,391,319,307,319,327,287,107,0,0,0
692,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,NB,01/10/2012,58,37,23,20,34,70,132,466,408,260,219,302,339,348,449,528,489,469,395,392,279,225,137,82
693,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,NB,01/11/2012,65,40,30,24,32,72,138,429,436,272,230,301,349,311,475,493,454,469,463,358,309,207,161,90
694,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,NB,01/12/2012,73,34,28,23,31,66,153,427,532,248,229,280,292,285,366,520,451,437,364,388,291,208,169,98
695,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,NB,01/13/2012,80,45,27,22,33,79,144,457,400,238,235,333,284,339,445,475,415,425,430,398,189,0,0,0
696,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,SB,01/10/2012,63,35,23,17,32,78,243,506,399,263,268,271,315,310,395,435,411,378,344,364,267,182,142,93
697,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,SB,01/11/2012,64,35,30,18,31,80,244,489,406,290,272,298,321,303,357,501,431,427,421,339,242,179,124,77
698,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,SB,01/12/2012,64,35,29,13,40,83,238,413,399,258,222,188,263,286,416,369,488,365,389,322,211,192,112,114
699,2147,HUGUENOT AVENUE,RATHBUN AVENUE,RAMONA AVENUE,SB,01/13/2012,83,54,36,35,34,76,170,462,386,275,259,270,259,309,428,398,380,384,424,364,161,0,0,0
700,2984,DRUMGOOLE ROAD WEST,LAMONT AVENUE,HEENAN AVENUE,WB,01/09/2012,16,18,5,8,7,19,19,77,189,78,80,95,106,126,146,208,152,133,109,73,80,51,35,22
701,2984,DRUMGOOLE ROAD WEST,LAMONT AVENUE,HEENAN AVENUE,WB,01/10/2012,15,12,6,2,7,20,23,85,219,106,86,97,106,127,136,211,142,152,145,94,87,60,38,23
702,2984,DRUMGOOLE ROAD WEST,LAMONT AVENUE,HEENAN AVENUE,WB,01/11/2012,14,11,7,3,5,22,19,90,187,77,87,122,110,132,143,212,145,136,139,113,80,64,28,18
703,2984,DRUMGOOLE ROAD WEST,LAMONT AVENUE,HEENAN AVENUE,WB,01/12/2012,20,9,5,3,8,15,29,89,178,78,82,80,79,100,145,181,116,119,102,116,80,63,30,21
704,2984,DRUMGOOLE ROAD WEST,LAMONT AVENUE,HEENAN AVENUE,WB,01/13/2012,17,14,6,4,3,14,32,82,175,81,89,113,108,103,172,196,135,139,142,118,77,0,0,0
705,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,EB,01/09/2012,38,17,10,9,11,40,94,359,283,133,156,191,176,190,298,332,269,260,256,194,144,127,99,58
706,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,EB,01/10/2012,36,25,15,5,4,31,99,267,445,169,167,198,175,210,240,364,279,268,251,210,155,135,87,64
707,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,EB,01/11/2012,32,35,16,22,12,32,108,327,311,153,170,185,197,192,278,348,279,263,260,208,171,114,96,55
708,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,EB,01/12/2012,26,17,16,9,9,36,94,310,326,161,160,167,156,167,286,336,260,241,255,234,183,130,83,71
709,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,EB,01/13/2012,43,27,15,9,8,36,86,343,304,164,170,189,193,226,304,281,257,302,287,226,164,0,0,0
710,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,WB,01/09/2012,32,24,23,15,25,67,120,335,245,152,125,179,207,224,319,294,302,261,252,229,164,131,77,85
711,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,WB,01/10/2012,42,22,21,8,22,70,114,307,311,174,126,174,187,209,272,301,255,278,235,209,215,150,118,60
712,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,WB,01/11/2012,49,33,25,24,28,54,121,324,260,157,142,160,199,239,314,328,257,309,287,243,181,127,73,58
713,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,WB,01/12/2012,26,25,22,4,22,52,107,334,240,139,117,157,185,191,282,275,251,252,274,243,187,142,91,82
714,2870,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,WB,01/13/2012,33,27,12,12,25,70,112,350,227,153,145,161,179,225,284,284,254,277,311,265,106,0,0,0
715,2930,AMBOY ROAD,ROSE LANE,COLON STREET,EB,01/17/2012,37,18,7,3,5,29,81,378,439,228,253,279,292,334,450,403,395,354,277,231,193,192,132,65
716,2930,AMBOY ROAD,ROSE LANE,COLON STREET,EB,01/18/2012,42,27,21,11,14,29,103,387,498,264,210,264,308,294,390,575,426,364,363,253,264,151,107,75
717,2930,AMBOY ROAD,ROSE LANE,COLON STREET,EB,01/19/2012,38,30,13,16,4,24,81,383,492,227,236,281,328,338,436,404,368,246,129,161,164,124,59,48
718,2930,AMBOY ROAD,ROSE LANE,COLON STREET,EB,01/20/2012,29,17,14,7,12,28,97,348,487,270,266,304,335,343,429,443,359,380,405,376,272,236,194,152
719,2930,AMBOY ROAD,ROSE LANE,COLON STREET,EB,01/21/2012,108,55,53,30,9,20,22,62,116,147,191,205,259,246,257,231,285,227,227,166,182,120,106,101
720,2930,AMBOY ROAD,ROSE LANE,COLON STREET,EB,01/22/2012,82,51,46,31,15,24,22,43,130,117,101,29,,,,,,,,,,,,
721,2930,AMBOY ROAD,ROSE LANE,COLON STREET,WB,01/17/2012,33,25,18,8,16,34,102,586,503,238,263,112,68,15,21,7,297,365,329,315,228,154,104,66
722,2930,AMBOY ROAD,ROSE LANE,COLON STREET,WB,01/18/2012,44,28,20,16,14,25,104,510,664,253,241,284,305,307,479,447,387,463,371,304,238,229,196,73
723,2930,AMBOY ROAD,ROSE LANE,COLON STREET,WB,01/19/2012,49,24,23,21,10,15,71,526,548,241,246,303,337,362,493,410,319,355,318,279,200,193,126,82
724,2930,AMBOY ROAD,ROSE LANE,COLON STREET,WB,01/20/2012,30,26,18,14,18,27,98,515,512,259,261,300,343,364,506,395,419,458,398,392,303,229,168,168
725,2930,AMBOY ROAD,ROSE LANE,COLON STREET,WB,01/21/2012,115,76,48,35,17,13,23,60,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,EB,01/09/2012,59,38,23,17,36,84,269,579,550,401,416,469,502,493,483,567,582,470,449,384,305,243,170,124
727,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,EB,01/10/2012,63,37,19,15,41,100,324,611,532,424,493,435,461,481,461,515,564,518,517,395,316,255,197,152
728,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,EB,01/11/2012,76,37,24,23,50,89,345,647,559,457,495,441,412,464,504,553,541,476,470,429,323,258,185,142
729,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,EB,01/12/2012,97,29,18,19,39,108,323,611,506,446,432,428,382,491,468,534,543,507,484,411,305,375,177,134
730,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,EB,01/13/2012,82,51,23,19,43,99,305,548,458,443,478,551,505,534,527,513,540,498,487,483,371,148,0,0
731,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,WB,01/09/2012,48,19,15,16,15,57,102,268,319,258,271,355,373,425,442,493,508,459,416,386,266,218,141,83
732,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,WB,01/10/2012,41,25,17,13,21,46,94,267,308,289,284,401,378,399,446,463,490,493,428,402,292,232,128,71
733,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,WB,01/11/2012,47,30,24,15,12,45,104,296,308,294,306,344,358,418,462,505,536,510,438,386,293,248,143,81
734,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,WB,01/12/2012,60,18,18,16,22,38,100,283,305,254,251,293,326,366,437,484,492,450,425,382,316,245,155,109
735,3720,AMBOY ROAD,PRESTON AVENUE,BAMBERGER LANE,WB,01/13/2012,53,22,16,18,18,50,110,274,292,297,299,372,384,405,466,493,512,495,490,421,315,94,0,0
736,112135,Amboy Rd,Beach Ave,3rd St,EB,01/09/2012,70,42,21,26,62,175,515,1026,854,552,498,425,483,556,648,586,499,541,463,476,360,280,191,130
737,112135,Amboy Rd,Beach Ave,3rd St,EB,01/10/2012,66,46,37,14,55,176,575,994,860,608,519,497,522,549,676,594,547,554,517,418,361,286,219,150
738,112135,Amboy Rd,Beach Ave,3rd St,EB,01/11/2012,86,47,33,30,62,162,544,1027,867,583,505,487,489,559,611,587,559,520,537,456,350,270,212,146
944,41761,Snyder Ave,E 37 St,E 38 St,WB,01/20/2012,128,66,34,32,49,77,198,444,615,432,112,0,0,0,0,0,0,0,0,0,0,0,0,0
739,112135,Amboy Rd,Beach Ave,3rd St,EB,01/12/2012,98,36,24,20,50,166,534,1028,906,641,476,473,459,506,633,587,535,564,471,450,326,403,215,146
740,112135,Amboy Rd,Beach Ave,3rd St,EB,01/13/2012,95,50,41,23,59,172,525,967,880,559,525,528,523,523,640,575,539,506,564,501,412,222,0,0
741,112135,Amboy Rd,Beach Ave,3rd St,WB,01/09/2012,91,43,31,19,27,48,102,317,325,309,312,396,387,438,599,655,738,757,618,519,389,305,211,159
742,112135,Amboy Rd,Beach Ave,3rd St,WB,01/10/2012,105,58,39,23,27,57,104,310,316,338,391,399,406,430,525,650,764,760,657,522,384,324,203,159
743,112135,Amboy Rd,Beach Ave,3rd St,WB,01/11/2012,107,74,40,34,23,54,109,324,333,329,315,439,418,487,571,639,771,770,631,536,375,309,228,166
744,112135,Amboy Rd,Beach Ave,3rd St,WB,01/12/2012,105,70,40,26,26,61,107,252,344,297,324,339,377,434,561,645,723,770,695,574,429,352,263,199
745,112135,Amboy Rd,Beach Ave,3rd St,WB,01/13/2012,111,74,39,27,39,62,96,300,365,325,367,417,458,485,558,670,773,698,623,536,401,295,0,0
746,119858,Hylan Blvd,Dole St,Poillon Ave,NB,01/17/2012,76,31,18,19,34,137,554,1135,949,612,371,210,205,238,213,314,541,554,410,422,347,269,167,105
747,119858,Hylan Blvd,Dole St,Poillon Ave,NB,01/18/2012,92,31,33,23,34,133,536,1234,957,613,479,480,489,459,689,838,676,607,572,423,309,287,276,149
748,119858,Hylan Blvd,Dole St,Poillon Ave,NB,01/19/2012,82,57,41,23,48,129,485,1137,956,620,494,523,487,471,796,784,700,607,572,414,347,352,195,166
749,119858,Hylan Blvd,Dole St,Poillon Ave,NB,01/20/2012,105,64,46,29,44,156,503,1121,961,602,525,491,500,471,771,814,612,544,520,430,385,303,267,220
750,119858,Hylan Blvd,Dole St,Poillon Ave,NB,01/21/2012,155,92,79,59,42,50,130,171,55,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,119858,Hylan Blvd,Dole St,Poillon Ave,SB,01/17/2012,69,42,18,23,24,48,205,898,451,171,187,247,243,328,522,576,762,880,706,578,399,328,215,117
752,119858,Hylan Blvd,Dole St,Poillon Ave,SB,01/18/2012,88,58,41,19,28,50,200,786,822,400,353,450,454,566,716,795,790,817,882,607,469,342,261,132
